influencedBy/0/values,influencedBy/1/values,influencedBy/2/values,influencedBy/3/values,influencedBy/4/values,influencedBy/5/values,influencedBy/6/values,influencedBy/7/values,genre/0/values,genre/1/values,genre/2/values,influenced/0/values,influenced/1/values,influenced/2/values,influenced/3/values,normnationality,vid,birthDate/0/values,normbirthdate,name/0/values,name/1/values,normname,URI,description/0/values,normdes,nationality/0/values,name/2/values,genre/3/values,nationality/1/values,influencedBy/8/values,genre/4/values,genre/5/values,genre/6/values,genre/7/values,genre/8/values,influencedBy/9/values,influencedBy/10/values,influencedBy/11/values,influencedBy/12/values,influencedBy/13/values,influencedBy/14/values,description/1/values,birthDate/1/values,influencedBy/15/values,influencedBy/16/values,influencedBy/17/values,influenced/4/values,influenced/5/values,influenced/6/values,influenced/7/values,influenced/8/values,influenced/9/values,influenced/10/values,influenced/11/values,influenced/12/values,influencedBy/18/values,influencedBy/19/values,influencedBy/20/values,influencedBy/21/values,influencedBy/22/values,influencedBy/23/values,influencedBy/24/values,influencedBy/25/values,influencedBy/26/values,influenced/13/values,influenced/14/values,influenced/15/values,influenced/16/values,influenced/17/values,name/3/values,name/4/values,genre/9/values,genre/10/values,genre/11/values,genre/12/values,influencedBy/27/values,influencedBy/28/values,influencedBy/29/values,influencedBy/30/values,influencedBy/31/values,influenced/18/values,influenced/19/values,influenced/20/values,influenced/21/values,influenced/22/values,influenced/23/values,influenced/24/values,influenced/25/values,influenced/26/values,influenced/27/values,influenced/28/values,influenced/29/values,influenced/30/values,influenced/31/values,genre/13/values,genre/14/values,genre/15/values,influenced/32/values,influenced/33/values,influenced/34/values,influenced/35/values,influenced/36/values,influenced/37/values,influenced/38/values,genre/16/values,genre/17/values,genre/18/values,genre/19/values,genre/20/values,genre/21/values,genre/22/values,genre/23/values,genre/24/values,genre/25/values,name/5/values,name/6/values,name/7/values,name/8/values,name/9/values,name/10/values
,,,,,,,,"Fantasy, science fiction, Slipstream",,,,,,,Israeli/South African,102871292,1976-11-16,1976-11-16,Lavie Tidhar,"Tidhar, Lavie",Lavie Tidhar,http://dbpedia.org/resource/Lavie_Tidhar,Israeli writer,Israeli writer,Israeli/South African,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Creative_nonfiction,,,,,,,http://dbpedia.org/resource/United_States,61638017,1952,1952,Lawrence Weschler,"Weschler, Lawrence",Lawrence Weschler,http://dbpedia.org/resource/Lawrence_Weschler,Writer,Writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's literature, humorous fiction, biography,
historical fiction",,,,,,,,37036418,1915-11-13,1915-11-13,"Benchley, Nathaniel",Nathaniel Benchley,Nathaniel Benchley,http://dbpedia.org/resource/Nathaniel_Benchley,American children's writer,American children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,http://dbpedia.org/resource/England,1970158,1891-10-06,1891-10-06,John Metcalfe,"Metcalfe, John",John Metcalfe,http://dbpedia.org/resource/John_Metcalfe_(writer),British writer,British writer,http://dbpedia.org/resource/England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,crime fiction,,,,,,,Polish,54459458,1966-09-04,1966-09-04,Marek Krajewski,"Krajewski, Marek",Marek Krajewski,http://dbpedia.org/resource/Marek_Krajewski,Polish writer,Polish writer,Polish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Ernest_Hemingway,http://dbpedia.org/resource/Fyodor_Dostoyevsky,http://dbpedia.org/resource/Stephen_King,http://dbpedia.org/resource/James_M._Cain,http://dbpedia.org/resource/Jim_Thompson_(writer),http://dbpedia.org/resource/Raymond_Carver,http://dbpedia.org/resource/Dashiell_Hammett,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Thriller_(genre),http://dbpedia.org/resource/Hardboiled,,,,,American,107361024,1979,1979,Ryan David Jahn,"Jahn, Ryan David",Ryan David Jahn,http://dbpedia.org/resource/Ryan_David_Jahn,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Biography, fiction, art history, autobiography",,,,,,,French,100215361,1919-07-11,1919-07-11,"Jullian, Philippe",,,http://dbpedia.org/resource/Philippe_Jullian,French writer,French writer,French,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Creative_nonfiction,,,,,,,,38768207,1969,1969,Yaroslav Trofimov,"Trofimov, Yaroslav",Yaroslav Trofimov,http://dbpedia.org/resource/Yaroslav_Trofimov,Italian journalist,Italian journalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's fiction, picture books",,,,,,,,46733274,1937-03-18,1937-03-18,Barbro Lindgren,"Lindgren, Barbro",Barbro Lindgren,http://dbpedia.org/resource/Barbro_Lindgren,Swedish children's writer,Swedish children's writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery_fiction,,,,,,,,109932076,1924-10-04,1924-10-04,Donald J. Sobol,"Sobol, Donald J.",Donald J. Sobol,http://dbpedia.org/resource/Donald_J._Sobol,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Children's literature, young-adult fiction",,,,,,,,40238499,1930,1930,"Heneghan, James",James Heneghan,James Heneghan,http://dbpedia.org/resource/James_Heneghan,Canadian writer,Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Franz_Kafka,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,,79130431,1892-05-10,1892-05-10,"Weiss, Jan",Jan Weiss,Jan Weiss,http://dbpedia.org/resource/Jan_Weiss,Czech writer,Czech writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/resource/David_Drake,http://dbpedia.org/resource/Donald_Hamilton,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Fantasy,,,,,,3414403,1954-05-01,1954-05-01,Joel Rosenberg,"Rosenberg, Joel",Joel Rosenberg,http://dbpedia.org/resource/Joel_Rosenberg_(science_fiction_author),American-Canadian writer,American-Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Robert_A._Heinlein,http://dbpedia.org/resource/David_Drake,http://dbpedia.org/resource/Donald_Hamilton,,,,,,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Mystery_fiction,http://dbpedia.org/resource/Fantasy,,,,,,3414403,1954-05-01,1954-05-01,Joel Rosenberg,"Rosenberg, Joel",Joel Rosenberg,http://dbpedia.org/resource/Joel_Rosenberg_(science_fiction_author),American-Canadian writer,American-Canadian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Young_Adult_Romance_Literature,http://dbpedia.org/resource/Gothic_fiction,,,,,American,1550059,1923-02-23,1923-02-23,Mary Francis Young Shura Craig,"Young Shura Craig, Mary Francis",Mary Francis Young Shura Craig,http://dbpedia.org/resource/Mary_Francis_Shura,US writer,US writer,American,,http://dbpedia.org/resource/Thriller_(genre),,,http://dbpedia.org/resource/Children's_literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Urban fiction,",YA Fiction,http://dbpedia.org/resource/Romance_novel,,,,,American,36277748,,,"Bryant, Niobia",Niobia Simone Bryant,Niobia Simone Bryant,http://dbpedia.org/resource/Niobia_Bryant,American novelist,American novelist,American,,"Fiction,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,American,6743491,1965-05-09,1965-05-09,Mark Leibovich,"Leibovich, Mark",Mark Leibovich,http://dbpedia.org/resource/Mark_Leibovich,American journalist and writer,American journalist and writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Mystery,http://dbpedia.org/resource/Suspense,http://dbpedia.org/resource/Gothic_fiction,,,,,http://dbpedia.org/resource/United_States,82631493,1942-03-09,1942-03-09,Patricia Anne Ponder Maxwell,"Maxwell, Patricia",Patricia Anne Ponder Maxwell,http://dbpedia.org/resource/Patricia_Maxwell,romance novelist,romance novelist,http://dbpedia.org/resource/United_States,,http://dbpedia.org/resource/Romance_novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Non-fiction, biography, history",,,,,,,Scottish,34826248,1843-12-06,1843-12-06,William Morison,"Morison, William",William Morison,http://dbpedia.org/resource/William_Morison,British writer,British writer,Scottish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fiction,http://dbpedia.org/resource/Non-fiction,,,,,,http://dbpedia.org/resource/United_States,16670878,1981-10-13,1981-10-13,Emily Gould,"Gould, Emily",Emily Gould,http://dbpedia.org/resource/Emily_Gould,American author,American author,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,,,,,,,Scottish,87023897,1949-03-12,1949-03-12,Glenn Chandler,"Chandler, Glenn",Glenn Chandler,http://dbpedia.org/resource/Glenn_Chandler,British writer,British writer,Scottish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Nonfiction, science fiction",,,,,,,,55807358,1907-08-15,1907-08-15,John D. Clark,"Clark, John D.",John D. Clark,http://dbpedia.org/resource/John_Drury_Clark,American writer and scientist,American writer and scientist,,John Drury Clark,,,,,,,,,,,,,,,American writerand scientist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,American,62776395,,,"Nicholson, Scott",Scott Nicholson,Scott Nicholson,http://dbpedia.org/resource/Scott_Nicholson,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Speculative_fiction,http://dbpedia.org/resource/Horror_fiction,,,,,,American,62776395,,,"Nicholson, Scott",Scott Nicholson,Scott Nicholson,http://dbpedia.org/resource/Scott_Nicholson,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Western_fiction,,,,,,,,14978699,1913-06-23,1913-06-23,Tom W. Blackburn,Thomas W. Blackburn,Tom W. Blackburn,http://dbpedia.org/resource/Tom_W._Blackburn,American writer,American writer,,"Blackburn, Tom W.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Western_fiction,,,,,http://dbpedia.org/resource/United_States,79315300,1937,1937,David Case,"Case, David F.",David Case,http://dbpedia.org/resource/David_F._Case,American writer,American writer,http://dbpedia.org/resource/United_States,David F. Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Horror_fiction,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Western_fiction,,,,,http://dbpedia.org/resource/United_States,79315300,1937,1937,David Case,"Case, David F.",David Case,http://dbpedia.org/resource/David_F._Case,American writer,American writer,http://dbpedia.org/resource/United_States,David F. Case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Literary_fiction,,,,,,,American,70838893,,,Joe M. O'Connell,"Oconnell, Joe M.",Joe M. O'Connell,http://dbpedia.org/resource/Joe_M._O'Connell,American journalist,American journalist,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,historical fiction; literary fiction,,,,,,,Australian,36432279,1972,1972,Nerida Newton,"Newton, Nerida",Nerida Newton,http://dbpedia.org/resource/Nerida_Newton,Australian Writer,Australian Writer,Australian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Science_fiction,,,,,,,http://dbpedia.org/resource/United_Kingdom,159902584,1923-07-08,1923-07-08,Lan Wright,"Wright, Lan",Lan Wright,http://dbpedia.org/resource/Lan_Wright,Science fiction writer,Science fiction writer,http://dbpedia.org/resource/United_Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"role-playing games, fantasy, science fiction",,,,,,,http://dbpedia.org/resource/Canadians,76420302,1959-07-22,1959-07-22,"Findley, Nigel",Nigel D. Findley,Nigel D. Findley,http://dbpedia.org/resource/Nigel_Findley,Canadian writer,Canadian writer,http://dbpedia.org/resource/Canadians,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,United States,116760521,1946,1946,Phyllis Eisenstein,"Eisenstein, Phyllis",Phyllis Eisenstein,http://dbpedia.org/resource/Phyllis_Eisenstein,American writer,American writer,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Historical fiction,,,,,,,,22426094,1924-04-10,1924-04-10,"Bassett, Ronald Leslie",Ronald Leslie Bassett,Ronald Leslie Bassett,http://dbpedia.org/resource/Ronald_Bassett,British writer,British writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/H._P._Lovecraft,http://dbpedia.org/resource/Robert_E._Howard,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,http://dbpedia.org/resource/United_States,68080791,1948,1948,"Carpenter, Leonard",Leonard Carpenter,Leonard Carpenter,http://dbpedia.org/resource/Leonard_Carpenter,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Fantasy,,,,,http://dbpedia.org/resource/United_States,60485794,1949,1949,"Hughes, Robert Don",Robert Don Hughes,Robert Don Hughes,http://dbpedia.org/resource/Robert_Don_Hughes,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,http://dbpedia.org/resource/Science_fiction,http://dbpedia.org/resource/Fantasy,,,,,http://dbpedia.org/resource/United_States,60485794,1949,1949,"Hughes, Robert Don",Robert Don Hughes,Robert Don Hughes,http://dbpedia.org/resource/Robert_Don_Hughes,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Charles_Hamilton_(writer),http://dbpedia.org/resource/H._Rider_Haggard,http://dbpedia.org/resource/Jules_Verne,http://dbpedia.org/resource/P._G._Wodehouse,http://dbpedia.org/resource/Rafael_Sabatini,,,,http://dbpedia.org/resource/Adventure_fiction,,,,,,,British,94422067,1889-11-11,1889-11-11,Edwy Searles Brooks,"Brooks, Edwy Searles",Edwy Searles Brooks,http://dbpedia.org/resource/Edwy_Searles_Brooks,British writer,British writer,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Science fiction,,,,,,,American,73983420,1933-04-21,1933-04-21,Jim Harmon,,Jim Harmon,http://dbpedia.org/resource/Jim_Harmon,American author and popular culture historian,American author and popular culture historian,American,,,,,,,,,,,,,,,,American authorand popular culture historian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Women's_fiction,,,,,,,,31387250,1978-02-27,1978-02-27,Johanna Edwards,"Edwards, Johanna",Johanna Edwards,http://dbpedia.org/resource/Johanna_Edwards,American writer,American writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,American,56656831,1917-05-11,1917-05-11,"Carpenter, Allan",John Allan Carpenter,John Allan Carpenter,http://dbpedia.org/resource/Allan_Carpenter,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://dbpedia.org/resource/Sarat_Chandra_Chattopadhyay,http://dbpedia.org/resource/Karl_Marx,http://dbpedia.org/resource/Rabindranath_Tagore,,,,,,"fiction, satirist, folk-lore",,,,,,,Indian,116593159,1926-09-01,1926-09-01,Vijaydan Detha,"Detha, Vijaydan",Vijaydan Detha,http://dbpedia.org/resource/Vijaydan_Detha,Indian writer,Indian writer,Indian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Historical novel, historical fiction",,,,,,,British,3097934,1959,1959,Iain Gale,"Gale, Iain",Iain Gale,http://dbpedia.org/resource/Iain_Gale,Author,Author,British,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Non-fiction,,,,,,,,162310213,1979-12-30,1979-12-30,Milana Bakhaeva,"Terloeva, Milana",Milana Bakhaeva,http://dbpedia.org/resource/Milana_Terloeva,Russian writer,Russian writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Martial_arts,http://dbpedia.org/resource/Superhero_fiction,,,,,http://dbpedia.org/resource/United_States,43084476,1953,1953,"Meyers, Ric",Ric Meyers,Ric Meyers,http://dbpedia.org/resource/Ric_Meyers,Martial arts writer,Martial arts writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Crime_fiction,http://dbpedia.org/resource/Martial_arts,http://dbpedia.org/resource/Superhero_fiction,,,,,http://dbpedia.org/resource/United_States,43084476,1953,1953,"Meyers, Ric",Ric Meyers,Ric Meyers,http://dbpedia.org/resource/Ric_Meyers,Martial arts writer,Martial arts writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Horror_fiction,,,,,,American,101567140,1966-12-13,1966-12-13,Don Roff,"Roff, Don",Don Roff,http://dbpedia.org/resource/Don_Roff,American writer,American writer,American,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,American,8654725,1940-07-07,1940-07-07,Jayge Carr,Marj Krueger,Jayge Carr,http://dbpedia.org/resource/Jayge_Carr,American writer,American writer,American,"Carr, Jayge",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,fiction,,,,,,,http://dbpedia.org/resource/United_States,79568591,1975-03-26,1975-03-26,Rudolph Delson,"Delson, Rudolph",Rudolph Delson,http://dbpedia.org/resource/Rudolph_Delson,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Fantasy,http://dbpedia.org/resource/Science_fiction,,,,,,,121926145,1927-12-18,1927-12-18,Sterling Edmund Lanier,Sterling E. Lanier,Sterling Edmund Lanier,http://dbpedia.org/resource/Sterling_E._Lanier,American writer,American writer,,"Lanier, Sterling Edmund",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Romance_novel,http://dbpedia.org/resource/Gothic_fiction,,,,,,http://dbpedia.org/resource/United_States,2471959,1938-01-08,1938-01-08,"Huff, Tom E.",Thomas Elmer Huff,Thomas Elmer Huff,http://dbpedia.org/resource/Tom_E._Huff,American writer,American writer,http://dbpedia.org/resource/United_States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"science fiction, science, poetry",,,,,,,Polish,39409100,1922-10-04,1922-10-04,Adam Hollanek,"Hollanek, Adam",Adam Hollanek,http://dbpedia.org/resource/Adam_Hollanek,Polish writer,Polish writer,Polish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,http://dbpedia.org/resource/Apocalyptic_and_post-apocalyptic_fiction,http://dbpedia.org/resource/Children's_literature,http://dbpedia.org/resource/Lyric_poetry,,,,,Romanian,72204221,1891-03-13,1891-03-13,Zelicu Froim Adercu,Felix Aderca,Zelicu Froim Adercu,http://dbpedia.org/resource/Felix_Aderca,Romanian writer,Romanian writer,Romanian,"Aderca, Felix",http://dbpedia.org/resource/Essay,,,http://dbpedia.org/resource/Journalism,http://dbpedia.org/resource/Satire,http://dbpedia.org/resource/Parable,http://dbpedia.org/resource/Erotic_literature,http://dbpedia.org/resource/Adventure_fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Froim-Zelig Aderca,,http://dbpedia.org/resource/Fantasy_literature,http://dbpedia.org/resource/Novella,http://dbpedia.org/resource/Psychological_novel,http://dbpedia.org/resource/Aphorism,,,,,,,,,,,,,,,,,,,,http://dbpedia.org/resource/Historical_fiction,http://dbpedia.org/resource/Utopian_and_dystopian_fiction,http://dbpedia.org/resource/Biographical_novel,,,,,,,,,,,,,,,,,,,,,,,
